[id_nodo][costo,estado,id_nodo_padre,accion,profundidad,heurística,valor]
Nodo [2225][57.0,(29,11),2212,S,42,58.0,115.0]
Nodo [2414][58.0,(29,12),2225,E,43,57.0,115.0]
Nodo [2416][59.0,(29,13),2414,E,44,56.0,115.0]
Nodo [2420][60.0,(30,13),2416,S,45,55.0,115.0]
Nodo [2438][61.0,(31,13),2420,S,46,54.0,115.0]
Nodo [2447][62.0,(32,13),2438,S,47,53.0,115.0]
Nodo [2454][63.0,(33,13),2447,S,48,52.0,115.0]
Nodo [2462][64.0,(34,13),2454,S,49,51.0,115.0]
Nodo [2468][65.0,(34,14),2462,E,50,50.0,115.0]
Nodo [2471][66.0,(34,15),2468,E,51,49.0,115.0]
Nodo [2474][67.0,(34,16),2471,E,52,48.0,115.0]
Nodo [2478][68.0,(34,17),2474,E,53,47.0,115.0]
Nodo [2482][70.0,(34,18),2478,E,54,46.0,116.0]
Nodo [2642][71.0,(34,19),2482,E,55,45.0,116.0]
Nodo [2645][72.0,(34,20),2642,E,56,44.0,116.0]
Nodo [2649][73.0,(35,20),2645,S,57,43.0,116.0]
Nodo [2663][74.0,(35,21),2649,E,58,42.0,116.0]
Nodo [2667][75.0,(36,21),2663,S,59,41.0,116.0]
Nodo [2681][76.0,(37,21),2667,S,60,40.0,116.0]
Nodo [2695][78.0,(38,21),2681,S,61,39.0,117.0]
Nodo [2934][79.0,(39,21),2695,S,62,38.0,117.0]
Nodo [2945][80.0,(39,22),2934,E,63,37.0,117.0]
Nodo [2950][81.0,(40,22),2945,S,64,36.0,117.0]
Nodo [2966][82.0,(41,22),2950,S,65,35.0,117.0]
Nodo [2977][84.0,(42,22),2966,S,66,34.0,118.0]
Nodo [3300][86.0,(43,22),2977,S,67,33.0,119.0]
Nodo [3609][87.0,(43,23),3300,E,68,32.0,119.0]
Nodo [3613][88.0,(43,24),3609,E,69,31.0,119.0]
Nodo [3618][89.0,(44,24),3613,S,70,30.0,119.0]
Nodo [3631][90.0,(45,24),3618,S,71,29.0,119.0]
Nodo [3638][91.0,(45,25),3631,E,72,28.0,119.0]
Nodo [3642][93.0,(45,26),3638,E,73,27.0,120.0]
Nodo [3930][94.0,(46,26),3642,S,74,26.0,120.0]
Nodo [3933][98.0,(46,27),3930,E,75,25.0,123.0]
Nodo [4842][100.0,(46,28),3933,E,76,24.0,124.0]
Nodo [5232][101.0,(47,28),4842,S,77,23.0,124.0]
Nodo [5246][102.0,(47,29),5232,E,78,22.0,124.0]
Nodo [5249][104.0,(47,30),5246,E,79,21.0,125.0]
Nodo [5608][106.0,(47,31),5249,E,80,20.0,126.0]
Nodo [5915][107.0,(47,32),5608,E,81,19.0,126.0]
Nodo [5917][108.0,(47,33),5915,E,82,18.0,126.0]
Nodo [5919][110.0,(47,34),5917,E,83,17.0,127.0]
Nodo [6315][111.0,(47,35),5919,E,84,16.0,127.0]
Nodo [6318][112.0,(47,36),6315,E,85,15.0,127.0]
Nodo [6321][113.0,(47,37),6318,E,86,14.0,127.0]
Nodo [6324][115.0,(47,38),6321,E,87,13.0,128.0]
Nodo [6624][116.0,(48,38),6324,S,88,12.0,128.0]
Nodo [6640][117.0,(48,39),6624,E,89,11.0,128.0]
Nodo [6644][118.0,(48,40),6640,E,90,10.0,128.0]
Nodo [6647][119.0,(48,41),6644,E,91,9.0,128.0]
Nodo [6651][120.0,(48,42),6647,E,92,8.0,128.0]
Nodo [6654][121.0,(48,43),6651,E,93,7.0,128.0]
Nodo [6657][122.0,(48,44),6654,E,94,6.0,128.0]
Nodo [6660][123.0,(48,45),6657,E,95,5.0,128.0]
Nodo [6664][124.0,(48,46),6660,E,96,4.0,128.0]
Nodo [6668][125.0,(48,47),6664,E,97,3.0,128.0]
Nodo [6672][127.0,(48,48),6668,E,98,2.0,129.0]
Nodo [6985][128.0,(49,48),6672,S,99,1.0,129.0]
Nodo [7006][129.0,(49,49),6985,E,100,0.0,129.0]
