[id_nodo][costo,estado,id_nodo_padre,accion,profundidad,heurística,valor]
Nodo [1137][57.0,(26,13),1135,S,41,64.0,121.0]
Nodo [1140][58.0,(26,14),1137,E,42,63.0,121.0]
Nodo [1144][59.0,(26,15),1140,E,43,62.0,121.0]
Nodo [1148][60.0,(26,16),1144,E,44,61.0,121.0]
Nodo [1151][61.0,(26,17),1148,E,45,60.0,121.0]
Nodo [1154][62.0,(26,18),1151,E,46,59.0,121.0]
Nodo [1158][63.0,(26,19),1154,E,47,58.0,121.0]
Nodo [1162][66.0,(26,20),1158,E,48,57.0,123.0]
Nodo [1508][68.0,(26,21),1162,E,49,56.0,124.0]
Nodo [1785][69.0,(26,22),1508,E,50,55.0,124.0]
Nodo [1788][73.0,(26,23),1785,E,51,54.0,127.0]
Nodo [2496][74.0,(26,24),1788,E,52,53.0,127.0]
Nodo [2499][75.0,(26,25),2496,E,53,52.0,127.0]
Nodo [2503][77.0,(26,26),2499,E,54,51.0,128.0]
Nodo [2682][78.0,(26,27),2503,E,55,50.0,128.0]
Nodo [2685][80.0,(26,28),2682,E,56,49.0,129.0]
Nodo [2913][81.0,(27,28),2685,S,57,48.0,129.0]
Nodo [2928][82.0,(28,28),2913,S,58,47.0,129.0]
Nodo [2948][83.0,(29,28),2928,S,59,46.0,129.0]
Nodo [2969][84.0,(29,29),2948,E,60,45.0,129.0]
Nodo [2974][86.0,(30,29),2969,S,61,44.0,130.0]
Nodo [3304][87.0,(31,29),2974,S,62,43.0,130.0]
Nodo [3319][88.0,(32,29),3304,S,63,42.0,130.0]
Nodo [3332][89.0,(32,30),3319,E,64,41.0,130.0]
Nodo [3335][90.0,(33,30),3332,S,65,40.0,130.0]
Nodo [3354][91.0,(34,30),3335,S,66,39.0,130.0]
Nodo [3389][92.0,(35,30),3354,S,67,38.0,130.0]
Nodo [3417][93.0,(36,30),3389,S,68,37.0,130.0]
Nodo [3451][94.0,(36,31),3417,E,69,36.0,130.0]
Nodo [3456][95.0,(37,31),3451,S,70,35.0,130.0]
Nodo [3493][96.0,(38,31),3456,S,71,34.0,130.0]
Nodo [3501][97.0,(39,31),3493,S,72,33.0,130.0]
Nodo [3512][98.0,(40,31),3501,S,73,32.0,130.0]
Nodo [3521][101.0,(40,32),3512,E,74,31.0,132.0]
Nodo [4128][102.0,(41,32),3521,S,75,30.0,132.0]
Nodo [4143][103.0,(41,33),4128,E,76,29.0,132.0]
Nodo [4148][104.0,(42,33),4143,S,77,28.0,132.0]
Nodo [4170][105.0,(42,34),4148,E,78,27.0,132.0]
Nodo [4173][106.0,(42,35),4170,E,79,26.0,132.0]
Nodo [4176][109.0,(43,35),4173,S,80,25.0,134.0]
Nodo [5013][110.0,(44,35),4176,S,81,24.0,134.0]
Nodo [5033][112.0,(45,35),5013,S,82,23.0,135.0]
Nodo [5427][113.0,(46,35),5033,S,83,22.0,135.0]
Nodo [5452][114.0,(47,35),5427,S,84,21.0,135.0]
Nodo [5458][115.0,(47,36),5452,E,85,20.0,135.0]
Nodo [5462][116.0,(47,37),5458,E,86,19.0,135.0]
Nodo [5466][117.0,(47,38),5462,E,87,18.0,135.0]
Nodo [5470][118.0,(47,39),5466,E,88,17.0,135.0]
Nodo [5474][119.0,(48,39),5470,S,89,16.0,135.0]
Nodo [5497][120.0,(49,39),5474,S,90,15.0,135.0]
Nodo [5505][122.0,(50,39),5497,S,91,14.0,136.0]
Nodo [6175][124.0,(51,39),5505,S,92,13.0,137.0]
Nodo [6626][127.0,(52,39),6175,S,93,12.0,139.0]
Nodo [7165][130.0,(53,39),6626,S,94,11.0,141.0]
Nodo [7498][132.0,(54,39),7165,S,95,10.0,142.0]
Nodo [7626][133.0,(54,40),7498,E,96,9.0,142.0]
Nodo [7630][134.0,(55,40),7626,S,97,8.0,142.0]
Nodo [7651][135.0,(56,40),7630,S,98,7.0,142.0]
Nodo [7664][136.0,(57,40),7651,S,99,6.0,142.0]
Nodo [7676][138.0,(58,40),7664,S,100,5.0,143.0]
Nodo [7868][139.0,(58,41),7676,E,101,4.0,143.0]
Nodo [7872][142.0,(58,42),7868,E,102,3.0,145.0]
Nodo [8178][143.0,(58,43),7872,E,103,2.0,145.0]
Nodo [8182][144.0,(59,43),8178,S,104,1.0,145.0]
Nodo [8199][147.0,(59,44),8182,E,105,0.0,147.0]
