[id_nodo][costo,estado,id_nodo_padre,accion,profundidad,heurística,valor]
Nodo [1318][43.0,(17,19),1255,E,36,62.0,43.0]
Nodo [1380][44.0,(17,20),1318,E,37,61.0,44.0]
Nodo [1456][45.0,(17,21),1380,E,38,60.0,45.0]
Nodo [1519][46.0,(17,22),1456,E,39,59.0,46.0]
Nodo [1593][47.0,(17,23),1519,E,40,58.0,47.0]
Nodo [1678][49.0,(17,24),1593,E,41,57.0,49.0]
Nodo [1816][50.0,(18,24),1678,S,42,56.0,50.0]
Nodo [1897][51.0,(18,25),1816,E,43,55.0,51.0]
Nodo [1973][53.0,(18,26),1897,E,44,54.0,53.0]
Nodo [2101][54.0,(18,27),1973,E,45,53.0,54.0]
Nodo [2192][55.0,(18,28),2101,E,46,52.0,55.0]
Nodo [2284][56.0,(19,28),2192,S,47,51.0,56.0]
Nodo [2378][57.0,(20,28),2284,S,48,50.0,57.0]
Nodo [2487][58.0,(21,28),2378,S,49,49.0,58.0]
Nodo [2589][59.0,(22,28),2487,S,50,48.0,59.0]
Nodo [2687][60.0,(23,28),2589,S,51,47.0,60.0]
Nodo [2800][61.0,(23,29),2687,E,52,46.0,61.0]
Nodo [2914][62.0,(23,30),2800,E,53,45.0,62.0]
Nodo [3012][63.0,(23,31),2914,E,54,44.0,63.0]
Nodo [3119][64.0,(22,31),3012,N,55,45.0,64.0]
Nodo [3207][67.0,(22,32),3119,E,56,44.0,67.0]
Nodo [3549][68.0,(22,33),3207,E,57,43.0,68.0]
Nodo [3642][69.0,(22,34),3549,E,58,42.0,69.0]
Nodo [3741][70.0,(23,34),3642,S,59,41.0,70.0]
Nodo [3844][71.0,(23,35),3741,E,60,40.0,71.0]
Nodo [3936][72.0,(24,35),3844,S,61,39.0,72.0]
Nodo [4057][73.0,(24,36),3936,E,62,38.0,73.0]
Nodo [4173][74.0,(25,36),4057,S,63,37.0,74.0]
Nodo [4298][75.0,(25,37),4173,E,64,36.0,75.0]
Nodo [4424][76.0,(26,37),4298,S,65,35.0,76.0]
Nodo [4576][78.0,(27,37),4424,S,66,34.0,78.0]
Nodo [4831][79.0,(27,38),4576,E,67,33.0,79.0]
Nodo [4989][81.0,(28,38),4831,S,68,32.0,81.0]
Nodo [5261][82.0,(28,39),4989,E,69,31.0,82.0]
Nodo [5367][83.0,(28,40),5261,E,70,30.0,83.0]
Nodo [5479][85.0,(29,40),5367,S,71,29.0,85.0]
Nodo [5748][86.0,(29,41),5479,E,72,28.0,86.0]
Nodo [5889][88.0,(30,41),5748,S,73,27.0,88.0]
Nodo [6175][89.0,(31,41),5889,S,74,26.0,89.0]
Nodo [6328][91.0,(32,41),6175,S,75,25.0,91.0]
Nodo [6571][92.0,(32,42),6328,E,76,24.0,92.0]
Nodo [6665][95.0,(32,43),6571,E,77,23.0,95.0]
Nodo [6969][96.0,(32,44),6665,E,78,22.0,96.0]
Nodo [7045][97.0,(33,44),6969,S,79,21.0,97.0]
Nodo [7131][99.0,(34,44),7045,S,80,20.0,99.0]
Nodo [7262][100.0,(35,44),7131,S,81,19.0,100.0]
Nodo [7330][101.0,(35,45),7262,E,82,18.0,101.0]
Nodo [7391][102.0,(36,45),7330,S,83,17.0,102.0]
Nodo [7431][103.0,(36,46),7391,E,84,16.0,103.0]
Nodo [7480][104.0,(37,46),7431,S,85,15.0,104.0]
Nodo [7519][105.0,(37,47),7480,E,86,14.0,105.0]
Nodo [7558][106.0,(37,48),7519,E,87,13.0,106.0]
Nodo [7597][107.0,(37,49),7558,E,88,12.0,107.0]
Nodo [7653][108.0,(38,49),7597,S,89,11.0,108.0]
Nodo [7687][109.0,(39,49),7653,S,90,10.0,109.0]
Nodo [7734][110.0,(40,49),7687,S,91,9.0,110.0]
Nodo [7771][112.0,(41,49),7734,S,92,8.0,112.0]
Nodo [7810][113.0,(42,49),7771,S,93,7.0,113.0]
Nodo [7834][115.0,(43,49),7810,S,94,6.0,115.0]
Nodo [7890][118.0,(44,49),7834,S,95,5.0,118.0]
Nodo [7918][119.0,(45,49),7890,S,96,4.0,119.0]
Nodo [7935][120.0,(45,48),7918,O,97,5.0,120.0]
Nodo [7946][122.0,(46,48),7935,S,98,4.0,122.0]
Nodo [7955][123.0,(47,48),7946,S,99,3.0,123.0]
Nodo [7961][124.0,(48,48),7955,S,100,2.0,124.0]
Nodo [7966][125.0,(48,49),7961,E,101,1.0,125.0]
Nodo [7973][126.0,(49,49),7966,S,102,0.0,126.0]
